user_id,event_date,platform,country,creative,impressions,clicks,install_flag,subscription_flag,revenue_usd,spend_usd
82,2025-05-04 13:14:00,iOS,USA,Video_UGC_01,3151,44,1,0,0.0,16.64
83,2025-05-02 12:16:00,iOS,USA,Video_UGC_01,92,1,0,0,0.0,0.23
84,2025-05-06 20:14:00,iOS,USA,Video_UGC_01,1247,17,1,0,0.0,2.42
85,2025-05-05 10:59:00,iOS,USA,Video_UGC_01,451,9,1,0,0.0,1.58
86,2025-05-05 06:44:00,iOS,USA,Video_UGC_01,1491,36,1,0,0.0,7.78
87,2025-05-01 00:50:00,iOS,USA,Video_UGC_01,228,2,1,0,0.0,0.81
88,2025-05-03 08:48:00,iOS,USA,Video_UGC_01,595,16,1,1,29.99,8.52
89,2025-05-06 19:57:00,iOS,USA,Video_UGC_01,610,9,1,0,0.0,1.45
90,2025-05-06 00:06:00,iOS,USA,Video_UGC_01,241,7,1,0,29.99,4.56
91,2025-05-04 21:52:00,iOS,USA,Video_UGC_01,348,6,1,0,0.0,0.6
92,2025-05-06 13:03:00,iOS,USA,Video_UGC_01,1650,21,1,0,0.0,5.02
93,2025-05-06 03:28:00,iOS,USA,Video_UGC_01,608,9,1,0,0.0,1.64
94,2025-05-03 07:35:00,iOS,USA,Video_UGC_01,2916,55,0,1,29.99,15.89
95,2025-05-07 13:21:00,iOS,USA,Video_UGC_01,3854,68,1,0,0.0,18.11
96,2025-05-03 07:08:00,iOS,USA,Video_UGC_01,1342,27,1,0,29.99,8.79
97,2025-05-02 02:11:00,iOS,USA,Video_UGC_01,2107,25,1,0,0.0,8.68
98,2025-05-05 15:49:00,iOS,USA,Video_UGC_01,1351,28,1,0,0.0,2.7
99,2025-05-05 16:19:00,iOS,USA,Video_UGC_01,852,16,1,0,0.0,4.26
100,2025-05-01 02:18:00,iOS,USA,Video_UGC_01,1451,22,1,0,0.0,6.05
101,2025-05-06 06:55:00,iOS,USA,Video_UGC_01,331,5,0,0,0.0,2.06
102,2025-05-02 05:08:00,iOS,USA,Video_UGC_01,687,10,1,0,0.0,0.98
103,2025-05-06 15:54:00,iOS,USA,Video_UGC_01,1186,24,1,0,0.0,7.02
104,2025-05-01 17:55:00,iOS,USA,Video_UGC_01,53,1,0,0,0.0,0.15
105,2025-05-06 17:35:00,iOS,USA,Video_UGC_01,309,3,0,0,0.0,0.42
106,2025-05-06 22:09:00,iOS,USA,Video_UGC_01,1747,27,1,0,0.0,9.24
107,2025-05-06 18:09:00,iOS,USA,Video_UGC_01,635,10,1,0,0.0,4.8
108,2025-05-05 07:17:00,iOS,USA,Video_UGC_01,2204,32,1,0,0.0,8.09
109,2025-05-04 02:34:00,iOS,USA,Video_UGC_01,914,13,1,0,29.99,6.79
110,2025-05-05 14:09:00,iOS,USA,Video_UGC_01,842,12,1,0,0.0,4.78
111,2025-05-02 21:27:00,iOS,USA,Video_UGC_01,451,13,1,0,0.0,4.19
112,2025-05-06 23:06:00,iOS,USA,Video_UGC_01,459,7,1,0,0.0,4.03
113,2025-05-04 05:32:00,iOS,USA,Video_UGC_01,566,10,1,0,0.0,4.77
114,2025-05-04 05:01:00,iOS,USA,Video_UGC_01,304,2,1,0,0.0,5.06
115,2025-05-04 00:42:00,iOS, USA,Video_UGC_01,376,15,1,0,0.0,3.54
116,2025-05-04 03:03:00,iOS,USA,Video_UGC_01,997,18,1,0,0.0,3.92
117,2025-05-01 13:11:00,iOS,USA,Video_UGC_01,463,8,0,1,29.99,0.98
118,2025-05-01 13:10:00,iOS,USA,Video_UGC_01,517,12,1,0,0.0,3.86
119,2025-05-02 08:49:00,iOS,USA,Video_UGC_01,856,19,1,0,0.0,9.13
120,2025-05-01 07:03:00,iOS,USA,Video_UGC_01 ,666,7,1,0,0.0,4.45
121,2025-05-04 19:25:00,iOS,USA,Video_UGC_01,1314,21,1,0,0.0,7.26
122,2025-05-05 11:35:00,iOS,USA,Video_UGC_01,1537,19,1,0,0.0,7.98
123,2025-05-05 19:30:00,iOS,USA,Video_UGC_01,1488,28,0,1,29.99,9.0
124,2025-05-04 23:40:00,iOS,USA,Video_UGC_01,1570,36,1,0,29.99,9.19
125,2025-05-06 07:48:00,iOS,USA,Video_UGC_01,344,7,1,0,29.99,8.33
126,2025-05-04 04:23:00,iOS,USA,Video_UGC_01,1169,23,1,0,0.0,6.6
127,2025-05-01 22:49:00,android,USA,Video_UGC_01,452,6,1,0,0.0,3.64
128,2025-05-06 15:19:00,iOS,USA,Video_UGC_01,869,13,1,0,0.0,1.01
129,2025-05-05 06:59:00,android,USA,Video_UGC_01,2179,37,1,0,0.0,4.39
130,2025-05-05 14:30:00,iOS,USA,Video_UGC_01,2029,25,1,0,29.99,7.82
131,2025-05-04 12:44:00,iOS,USA,Video_UGC_01,1456,20,1,1,29.99,4.8
132,2025-05-04 21:52:00,iOS,USA,Video_UGC_01,66,2,1,0,0.0,1.62
133,2025-05-01 06:47:00,iOS,USA,Video_UGC_01,2555,40,1,0,0.0,7.96
134,2025-05-04 23:51:00,iOS,USA,Video_UGC_01 ,519,9,1,0,0.0,9.01
135,2025-05-06 22:32:00,iOS,USA,Video_UGC_01,830,16,1,0,0.0,6.38
136,2025-05-03 04:02:00,iOS,USA,Video_UGC_01,2380,34,1,0,0.0,11.69
137,2025-05-05 03:29:00,iOS,USA,Video_UGC_01,714,17,1,0,0.0,1.66
138,2025-05-01 12:10:00,iOS,USA,Video_UGC_01,115,1,0,0,0.0,0.51
139,2025-05-03 01:53:00,iOS,USA,Video_UGC_01,1536,27,1,0,0.0,5.41
140,2025-05-04 07:14:00,iOS,USA,Video_UGC_01,118,4,0,0,0.0,1.73
141,2025-05-07 10:13:00,iOS,USA,Video_UGC_01,77,4,0,0,0.0,1.68
142,2025-05-02 23:14:00,iOS,USA,Video_UGC_01,1499,27,1,1,29.99,8.56
143,2025-05-02 23:38:00,iOS,USA,Video_UGC_01,172,1,0,0,0.0,0.07
144,2025-05-03 03:34:00,iOS,USA,Video_UGC_01,532,9,1,0,0.0,2.6
145,2025-05-07 21:56:00,iOS,USA,Video_UGC_01,1630,22,1,0,0.0,9.03
146,2025-05-06 02:24:00,iOS,USA,Video_UGC_01,500,8,1,0,0.0,1.63
147,2025-05-01 17:16:00,iOS,USA,Video_UGC_01,2460,36,1,0,0.0,9.38
148,2025-05-02 20:02:00,iOS,USA,Video_UGC_01,481,11,1,0,0.0,5.4
149,2025-05-06 21:00:00,iOS,USA,Video_UGC_01,1120,18,1,0,0.0,3.78
150,2025-05-01 05:22:00,iOS,USA,Video_UGC_01,231,5,0,0,0.0,2.1
151,2025-05-06 21:55:00,iOS,USA,Video_UGC_01,62,1,0,0,0.0,0.15
152,2025-05-02 02:31:00,iOS,USA,Video_UGC_01,1309,23,1,0,0.0,8.85
153,2025-05-07 12:53:00,iOS,USA,Video_UGC_01,163,2,1,0,0.0,0.07
154,2025-05-03 11:06:00,iOS,USA,Video_UGC_01,1189,25,1,0,0.0,4.69
155,2025-05-04 07:05:00,iOS,USA,Video_UGC_01,1596,27,1,0,0.0,5.83
156,2025-05-05 00:50:00,iOS,USA,Video_UGC_01,378,7,1,0,0.0,3.47
157,2025-05-01 18:06:00,iOS,USA,Video_UGC_01,1412,32,1,0,29.99,7.47
158,2025-05-04 08:03:00,iOS,USA,Video_UGC_01,1273,32,1,0,0.0,6.43
159,2025-05-04 15:24:00,iOS,USA,Video_UGC_01,2319,35,1,1,29.99,11.3
160,2025-05-06 09:55:00,iOS,USA,Video_UGC_01,738,22,1,0,0.0,5.44
161,2025-05-07 08:41:00,iOS,USA,Video_UGC_01,592,11,1,0,0.0,4.2
162,2025-05-05 21:05:00,iOS,USA,Video_UGC_01,344,11,1,0,0.0,3.92
163,2025-05-03 02:50:00,iOS,USA,Video_UGC_01,863,10,1,0,0.0,1.61
164,2025-05-03 17:50:00,iOS,USA,Video_UGC_01,1051,16,1,0,0.0,4.03
165,2025-05-03 17:48:00,iOS,USA,Video_UGC_01,79,1,0,0,0.0,0.46
166,2025-05-06 09:54:00,iOS,USA,Video_UGC_01,375,9,1,0,0.0,4.4
167,2025-05-03 06:14:00,iOS,USA,Video_UGC_01,389,11,0,1,29.99,3.32
168,2025-05-02 00:58:00,iOS,USA,Video_UGC_01,79,1,1,0,0.0,1.36
169,2025-05-03 22:19:00,iOS,USA,Video_UGC_01,126,2,0,0,0.0,0.02
170,2025-05-01 22:48:00,iOS,USA,Video_UGC_01,1195,26,1,0,0.0,5.48
171,2025-05-01 05:34:00,iOS,USA,Video_UGC_01,908,20,1,0,0.0,4.04
172,2025-05-01 00:46:00,iOS,USA,Video_UGC_01,242,7,1,0,0.0,4.73
173,2025-05-06 02:37:00,iOS,USA,Video_UGC_01,527,13,0,0,0.0,1.45
174,2025-05-06 01:38:00,iOS,USA,Video_UGC_01,899,19,1,0,29.99,9.05
175,2025-05-05 19:36:00,iOS,USA,Video_UGC_01,2274,39,1,0,0.0,7.07
176,2025-05-04 21:46:00,android,USA,Video_UGC_01,1708,29,1,0,0.0,3.08
177,2025-05-06 03:44:00,iOS,USA,Video_UGC_01,444,8,0,0,0.0,1.56
178,2025-05-02 17:08:00,iOS,USA,Video_UGC_01,63,1,0,0,0.0,0.02
179,2025-05-07 04:49:00,iOS,USA,Video_UGC_01,3069,50,1,0,0.0,15.14
180,2025-05-04 08:32:00,iOS,USA,Video_UGC_01,5,1,0,0,0.0,2.14
181,2025-05-07 14:19:00,iOS,USA,Video_UGC_01,622,11,1,0,0.0,6.51
182,2025-05-02 17:30:00,iOS,USA,Video_UGC_01,1294,18,1,0,0.0,6.52
183,2025-05-04 20:58:00,iOS,USA,Video_UGC_01,212,11,1,0,0.0,3.55
184,2025-05-05 01:51:00,iOS,USA,Video_UGC_01,353,7,1,0,0.0,1.37
185,2025-05-04 04:50:00,iOS,USA,Video_UGC_01,247,2,0,0,0.0,0.56
186,2025-05-04 06:27:00,iOS,USA,Video_UGC_01,51,1,0,0,0.0,1.82
187,2025-05-02 07:47:00,iOS,USA,Video_UGC_01,470,7,0,0,0.0,2.49
188,2025-05-03 23:23:00,iOS,USA,Video_UGC_01,1613,28,1,0,0.0,8.47
189,2025-05-02 18:41:00,iOS,USA,Video_UGC_01,179,5,0,0,0.0,5.65
190,2025-05-03 07:38:00,iOS,USA,Video_UGC_01,421,11,1,0,0.0,2.49
191,2025-05-05 23:14:00,iOS,usa,Video_UGC_01,437,4,1,0,0.0,2.73
192,2025-05-05 11:15:00,iOS,USA,Video_UGC_01,1307,20,1,0,0.0,4.3
193,2025-05-05 12:03:00,iOS,USA,Video_UGC_01,186,4,1,0,0.0,0.94
194,2025-05-03 10:08:00,iOS,USA,Video_UGC_01,752,13,1,0,0.0,3.37
195,2025-05-07 03:26:00,iOS,USA,Video_UGC_01,818,18,1,0,0.0,3.29
196,2025-05-01 22:28:00,iOS,USA,Video_UGC_01,1291,21,1,0,0.0,2.51
197,2025-05-03 00:09:00,iOS,USA,Video_UGC_01 ,36,1,0,0,0.0,1.14
198,2025-05-01 04:25:00,iOS,USA,Video_UGC_01,656,13,1,0,0.0,1.97
199,2025-05-03 05:36:00,iOS,USA,Video_UGC_01,83,2,1,0,0.0,0.7
200,2025-05-07 06:13:00,iOS,USA,Video_UGC_01,845,12,1,0,0.0,6.02
201,2025-05-03 03:20:00,iOS,USA,Video_UGC_01,845,15,1,0,0.0,3.83
202,2025-05-07 00:22:00,iOS,USA,Video_UGC_01,783,13,0,0,0.0,2.22
203,2025-05-04 16:30:00,iOS,USA,Video_UGC_01,211,6,0,0,0.0,1.94
204,2025-05-05 23:21:00,iOS,USA,Video_UGC_01,114,3,1,0,0.0,1.6
205,2025-05-04 02:44:00,iOS,USA,Video_UGC_01,322,5,0,0,0.0,1.33
206,2025-05-02 07:19:00,iOS,USA,Video_UGC_01,1636,38,1,0,0.0,8.05
207,2025-05-06 12:26:00,android,USA,Video_UGC_01,2860,55,1,0,0.0,9.52
208,2025-05-07 22:22:00,iOS,USA,Video_UGC_01,170,3,1,0,0.0,1.35
209,2025-05-02 16:10:00,iOS,USA,Video_UGC_01,117,4,1,0,0.0,1.38
210,2025-05-06 18:41:00,iOS,USA,Video_UGC_01,2727,43,1,1,29.99,13.42
211,2025-05-02 13:14:00,iOS,USA,Video_UGC_01,905,15,1,0,0.0,3.94
212,2025-05-06 10:17:00,iOS,USA,Video_UGC_01,1223,23,1,0,0.0,4.43
213,2025-05-06 04:47:00,iOS,USA,Video_UGC_01,37,1,0,0,0.0,0.18
214,2025-05-13 01:06:00,iOS,USA,Video_UGC_01,969,13,1,0,0.0,6.05
215,2025-05-14 04:58:00,iOS,USA,Video_UGC_01,1271,16,1,0,29.99,6.25
216,2025-05-10 16:05:00,iOS,USA,Video_UGC_01,65,1,1,0,0.0,2.98
217,2025-05-09 04:37:00,iOS,USA,Video_UGC_01,1297,9,1,0,0.0,4.83
218,2025-05-14 06:21:00,iOS,USA,Video_UGC_01,770,15,1,0,0.0,4.57
219,2025-05-12 13:10:00,iOS,USA,Video_UGC_01,128,4,1,0,0.0,1.98
220,2025-05-13 06:42:00,iOS,USA,Video_UGC_01,1115,7,1,0,0.0,1.57
221,2025-05-11 03:58:00,iOS,USA,Video_UGC_01,1662,33,1,0,0.0,6.99
222,2025-05-11 14:47:00,iOS,USA,Video_UGC_01,763,12,1,0,0.0,4.41
223,2025-05-10 16:58:00,iOS,USA,Video_UGC_01,914,16,1,0,0.0,4.3
224,2025-05-13 17:35:00,iOS,USA,Video_UGC_01,411,5,0,0,0.0,0.92
225,2025-05-09 22:40:00,iOS,USA,Video_UGC_01,119,2,0,0,0.0,0.13
226,2025-05-14 02:08:00,iOS,USA,Video_UGC_01,386,4,1,0,0.0,2.93
227,2025-05-09 10:51:00,iOS,USA,Video_UGC_01,1479,18,1,0,0.0,5.53
228,2025-05-11 05:44:00,iOS,USA,Video_UGC_01,93,3,1,0,0.0,3.32
229,2025-05-10 21:15:00,iOS,USA,Video_UGC_01,811,14,1,0,0.0,6.0
230,2025-05-12 12:21:00,iOS,USA,Video_UGC_01,1128,13,1,1,29.99,8.0
231,2025-05-12 02:36:00,iOS,USA,Video_UGC_01,735,8,1,1,29.99,2.61
232,2025-05-14 16:00:00,iOS,USA,Video_UGC_01,1186,16,1,0,0.0,2.52
233,2025-05-13 01:49:00,iOS,USA,Video_UGC_01,814,10,1,0,0.0,1.99
234,2025-05-09 06:16:00,iOS,USA,Video_UGC_01,1840,20,1,0,0.0,3.53
235,2025-05-09 17:04:00,iOS,USA,Video_UGC_01,251,4,1,0,0.0,0.83
236,2025-05-14 12:19:00,iOS,USA,Video_UGC_01,160,2,1,0,0.0,0.86
237,2025-05-11 18:50:00,iOS,USA,Video_UGC_01,1188,13,1,0,0.0,3.42
238,2025-05-08 13:16:00,iOS,USA,Video_UGC_01,320,2,0,0,0.0,0.68
239,2025-05-13 20:32:00,iOS,USA,Video_UGC_01,947,14,1,0,0.0,3.19
240,2025-05-12 13:48:00,iOS,USA,Video_UGC_01,698,13,1,0,0.0,3.0
241,2025-05-08 01:02:00,iOS,USA,Video_UGC_01,1169,18,1,1,29.99,6.55
242,2025-05-13 01:45:00,iOS,USA,Video_UGC_01,1419,21,1,0,0.0,9.32
243,2025-05-12 18:17:00,iOS,USA,Video_UGC_01,1213,21,1,0,0.0,5.37
244,2025-05-12 00:41:00,iOS,USA,Video_UGC_01,1844,30,1,0,0.0,9.07
245,2025-05-14 09:11:00,iOS,USA,Video_UGC_01,868,8,1,0,0.0,3.3
246,2025-05-11 00:08:00,iOS,USA,Video_UGC_01,410,5,1,0,0.0,1.42
247,2025-05-11 07:47:00,iOS,USA,Video_UGC_01,301,5,0,0,0.0,1.21
248,2025-05-12 14:48:00,iOS,USA,Video_UGC_01,133,3,0,0,0.0,2.08
249,2025-05-09 04:58:00,iOS,USA,Video_UGC_01,37,1,0,0,0.0,3.07
250,2025-05-09 11:40:00,iOS,USA,video_ugc_01,416,10,1,0,0.0,2.62
251,2025-05-13 23:27:00,iOS,USA,Video_UGC_01,1693,23,1,0,0.0,6.88
252,2025-05-09 01:11:00,iOS,USA,Video_UGC_01,699,12,1,0,0.0,5.13
253,2025-05-11 01:17:00,iOS,USA,Video_UGC_01,1467,20,1,0,0.0,7.16
254,2025-05-09 06:38:00,iOS,USA,Video_UGC_01,2060,26,1,0,0.0,8.66
255,2025-05-09 19:20:00,iOS,USA,Video_UGC_01,453,6,1,0,0.0,1.38
256,2025-05-12 09:29:00,iOS,USA,Video_UGC_01,429,7,1,0,0.0,6.6
257,2025-05-13 15:10:00,iOS,USA,Video_UGC_01,1213,21,1,0,0.0,5.47
258,2025-05-11 00:26:00,iOS,USA,Video_UGC_01,27,1,0,0,0.0,0.03
259,2025-05-08 17:14:00,iOS,USA,Video_UGC_01,732,7,1,1,29.99,2.4
260,2025-05-09 01:06:00,iOS,USA,Video_UGC_01,2317,32,1,0,0.0,9.07
261,2025-05-09 17:07:00,iOS,USA,Video_UGC_01,112,2,1,0,0.0,3.14
262,2025-05-14 03:31:00,iOS,USA,Video_UGC_01,239,2,0,0,0.0,0.8
263,2025-05-10 20:21:00,iOS,USA,Video_UGC_01,940,10,1,0,0.0,3.26
264,2025-05-10 07:05:00,iOS,USA,Video_UGC_01,809,14,1,0,0.0,6.84
265,2025-05-08 04:30:00,iOS,USA,Video_UGC_01,1442,21,1,0,0.0,9.48
266,2025-05-11 08:09:00,iOS,USA,Video_UGC_01,732,9,1,0,0.0,4.71
267,2025-05-14 00:00:00,iOS,USA,Video_UGC_01,1308,13,1,0,0.0,1.71
268,2025-05-10 03:07:00,iOS,USA,Video_UGC_01,963,15,1,0,0.0,6.7
269,2025-05-12 14:26:00,iOS,USA,Video_UGC_01,1555,26,1,0,0.0,9.0
270,2025-05-09 07:57:00,IOS ,USA,Video_UGC_01,1111,15,1,0,0.0,3.45
271,2025-05-09 08:14:00,iOS,USA,Video_UGC_01,1302,16,1,0,0.0,5.98
272,2025-05-13 19:17:00,iOS,USA,Video_UGC_01,1207,17,1,0,29.99,10.53
273,2025-05-08 02:14:00,iOS,USA,Video_UGC_01,537,4,0,0,0.0,0.81
274,2025-05-11 09:21:00,iOS,USA,Video_UGC_01,716,12,1,0,0.0,6.56
275,2025-05-10 04:43:00,iOS,USA,Video_UGC_01,851,12,1,0,0.0,4.96
276,2025-05-08 11:19:00,iOS,USA,Video_UGC_01,966,20,1,0,0.0,1.79
277,2025-05-11 07:39:00,iOS,USA,Video_UGC_01,1075,19,1,0,0.0,6.03
278,2025-05-14 01:53:00,iOS,USA,Video_UGC_01,1514,26,1,0,0.0,9.06
279,2025-05-08 01:56:00,iOS,USA,Video_UGC_01,295,4,1,0,0.0,1.98
280,2025-05-13 20:33:00,iOS,USA,Video_UGC_01,21,1,0,0,0.0,0.07
281,2025-05-11 01:42:00,iOS,USA,Video_UGC_01,868,11,1,0,0.0,3.49
282,2025-05-13 18:55:00,iOS,USA,Video_UGC_01,154,3,1,0,0.0,6.48
283,2025-05-08 21:47:00,iOS,USA,Video_UGC_01,1225,10,1,0,0.0,2.94
284,2025-05-14 11:17:00,iOS,USA,Video_UGC_01,1279,22,1,0,0.0,5.19
285,2025-05-08 07:07:00,iOS,USA,Video_UGC_01,632,9,1,0,29.99,6.63
286,2025-05-14 18:06:00, iOS,USA,Video_UGC_01,1016,15,1,0,0.0,4.45
287,2025-05-12 23:52:00,iOS,USA,Video_UGC_01,229,5,1,0,0.0,2.33
288,2025-05-10 02:33:00,iOS,USA,Video_UGC_01,61,1,0,0,0.0,0.26
289,2025-05-08 23:17:00,iOS,USA,Video_UGC_01,936,14,1,0,0.0,6.8
290,2025-05-12 22:20:00,iOS,USA,Video_UGC_01,492,5,1,0,0.0,1.22
291,2025-05-08 03:16:00,iOS,USA,video_ugc_01,2643,36,1,0,0.0,13.2
292,2025-05-12 01:48:00,iOS,USA,Video_UGC_01,635,8,1,0,0.0,4.09
293,2025-05-13 17:36:00,iOS,USA,Video_UGC_01,591,6,0,0,0.0,5.31
